Date,Time,Lat,Long,Type,CleanLong
5/1/21,01:00 - 02:00,40.45,-79.884,SG,-79.884
5/1/21,01:00 - 02:00,40.418,-79.993,MG,-79.993
5/1/21,02:00 - 03:00,40.455,-79.901,SG,-79.901
5/1/21,03:00 - 04:00,40.461,-80.073,SG,-80.073
5/1/21,03:00 - 04:00,40.455,-79.87,SG,-79.87
5/1/21,07:00 - 08:00,40.458,-79.897,SG,-79.897
5/1/21,09:00 - 10:00,40.454,-79.895,SG,-79.895
5/1/21,15:00 - 16:00,40.458,-79.903,MG,-79.903
5/1/21,16:00 - 17:00,40.456,-80.023,MG,-80.023
5/1/21,18:00 - 19:00,40.403,-79.942,SG,-79.942
5/1/21,20:00 - 21:00,40.457,-80.075,MG,-80.075
5/2/21,02:00 - 03:00,40.457,-79.904,MG,-79.904
5/2/21,02:00 - 03:00,40.455,-79.966,MG,-79.966
5/2/21,02:00 - 03:00,40.456,-79.968,MG,-79.968
5/2/21,02:00 - 03:00,40.454,-80.063,SG,-80.063
5/2/21,02:00 - 03:00,40.454,-80.063,MG,-80.063
5/2/21,02:00 - 03:00,40.454,-79.891,MG,-79.891
5/2/21,02:00 - 03:00,40.488,-80.014,SG,-80.014
5/2/21,02:00 - 03:00,40.45,-79.886,SG,-79.886
5/2/21,03:00 - 04:00,40.468,-79.994,MG,-79.994
5/2/21,04:00 - 05:00,40.457,-80.057,SG,-80.057
5/2/21,20:00 - 21:00,40.462,-79.911,PG,-79.911
5/2/21,20:00 - 21:00,40.453,-79.892,SG,-79.892
5/2/21,22:00 - 23:00,40.458,-79.893,MG,-79.893
5/2/21,22:00 - 23:00,40.442,-79.989,MG,-79.989
5/2/21,23:00 - 00:00,40.429,-79.985,MG,-79.985
5/3/21,01:00 - 02:00,40.459,-80.017,PG,-80.017
5/3/21,01:00 - 02:00,40.417,-79.981,SG,-79.981
5/3/21,01:00 - 02:00,40.429,-79.988,MG,-79.988
5/3/21,03:00 - 04:00,40.439,-79.958,SG,-79.958
5/3/21,10:00 - 11:00,40.405,-79.938,SG,-79.938
5/3/21,22:00 - 23:00,40.473,-80.01,SG,-80.01
5/3/21,22:00 - 23:00,40.473,-80.011,SG,-80.011
5/3/21,22:00 - 23:00,40.415,-80.006,MG,-80.006
5/4/21,16:00 - 17:00,40.452,-79.888,PG,-79.888
5/4/21,17:00 - 18:00,40.469,-80.005,MG,-80.005
5/4/21,19:00 - 20:00,40.447,-79.973,PG,-79.973
5/4/21,20:00 - 21:00,40.45,-79.875,SG,-79.875
5/4/21,21:00 - 22:00,40.461,-80.007,SG,-80.007
5/4/21,22:00 - 23:00,40.453,-79.894,SG,-79.894
5/4/21,23:00 - 00:00,40.463,-79.9,MG,-79.9
5/4/21,23:00 - 00:00,40.426,-79.995,SG,-79.995
5/5/21,00:00 - 01:00,40.413,-79.993,SG,-79.993
5/5/21,01:00 - 02:00,40.409,-79.992,MG,-79.992
5/5/21,10:00 - 11:00,40.475,-80.005,PG,-80.005
5/5/21,11:00 - 12:00,40.468,-79.941,MG,-79.941
5/5/21,19:00 - 20:00,40.45,-79.878,MG,-79.878
5/5/21,21:00 - 22:00,40.413,-79.99,SG,-79.99
5/5/21,23:00 - 00:00,40.467,-79.995,MG,-79.995
5/6/21,01:00 - 02:00,40.455,-79.886,SG,-79.886
5/6/21,10:00 - 11:00,40.473,-80.002,MG,-80.002
5/6/21,13:00 - 14:00,40.47,-79.904,PG,-79.904
5/6/21,19:00 - 20:00,40.44,-79.975,MG,-79.975
5/7/21,22:00 - 23:00,40.476,-79.999,PG,-79.999
5/7/21,22:00 - 23:00,40.413,-79.992,MG,-79.992
5/7/21,23:00 - 00:00,40.454,-80.051,MG,-80.051
5/7/21,23:00 - 00:00,40.423,-79.998,SG,-79.998
5/8/21,02:00 - 03:00,40.456,-79.888,SG,-79.888
5/8/21,02:00 - 03:00,40.457,-79.904,MG,-79.904
5/8/21,03:00 - 04:00,40.422,-79.997,SG,-79.997
5/8/21,04:00 - 05:00,40.458,-79.888,MG,-79.888
5/8/21,06:00 - 07:00,40.454,-80.022,MG,-80.022
5/8/21,13:00 - 14:00,40.485,-80.036,PG,-80.036
5/8/21,13:00 - 14:00,40.477,-80,PG,-80
5/8/21,19:00 - 20:00,40.413,-79.996,MG,-79.996
5/8/21,20:00 - 21:00,40.454,-79.96,PG,-79.96
5/8/21,20:00 - 21:00,40.485,-80.036,PG,-80.036
5/8/21,22:00 - 23:00,40.418,-79.963,SG,-79.963
5/8/21,22:00 - 23:00,40.418,-79.963,SG,-79.963
5/8/21,22:00 - 23:00,40.418,-79.963,SG,-79.963
5/8/21,22:00 - 23:00,40.418,-79.963,SG,-79.963
5/8/21,22:00 - 23:00,40.465,-79.888,SG,-79.888
5/8/21,23:00 - 00:00,40.457,-80.023,MG,-80.023
5/9/21,00:00 - 01:00,40.459,-79.911,PG,-79.911
5/9/21,00:00 - 01:00,40.452,-79.885,SG,-79.885
5/9/21,00:00 - 01:00,40.464,-80.021,PG,-80.021
5/9/21,01:00 - 02:00,40.455,-79.978,MG,-79.978
5/9/21,02:00 - 03:00,40.457,-79.904,MG,-79.904
5/9/21,02:00 - 03:00,40.49,-80.022,MG,-80.022
5/9/21,03:00 - 04:00,40.411,-79.945,MG,-79.945
5/9/21,03:00 - 04:00,40.411,-79.944,SG,-79.944
5/9/21,03:00 - 04:00,40.411,-79.944,PG,-79.944
5/9/21,03:00 - 04:00,40.411,-79.945,MG,-79.945
5/9/21,03:00 - 04:00,40.458,-79.912,MG,-79.912
5/9/21,04:00 - 05:00,40.454,-80.057,SG,-80.057
5/9/21,21:00 - 22:00,40.469,-79.89,MG,-79.89
5/9/21,22:00 - 23:00,40.419,-79.962,MG,-79.962
5/9/21,22:00 - 23:00,40.419,-79.962,MG,-79.962
5/9/21,22:00 - 23:00,40.419,-79.962,MG,-79.962
5/9/21,22:00 - 23:00,40.419,-79.962,MG,-79.962
5/10/21,01:00 - 02:00,40.454,-80.054,MG,-80.054
5/10/21,01:00 - 02:00,40.454,-80.057,SG,-80.057
5/10/21,01:00 - 02:00,40.454,-80.063,MG,-80.063
5/10/21,01:00 - 02:00,40.454,-80.063,SG,-80.063
5/10/21,23:00 - 00:00,40.488,-80.022,MG,-80.022
5/11/21,03:00 - 04:00,40.456,-79.894,MG,-79.894
5/11/21,04:00 - 05:00,40.42,-79.987,SG,-79.987
5/11/21,15:00 - 16:00,40.46,-79.879,MG,-79.879
5/11/21,18:00 - 19:00,40.458,-79.899,PG,-79.899
5/11/21,18:00 - 19:00,40.418,-79.939,SG,-79.939
5/11/21,21:00 - 22:00,40.455,-79.871,SG,-79.871
5/11/21,21:00 - 22:00,40.455,-79.871,PG,-79.871
5/12/21,01:00 - 02:00,40.455,-79.887,MG,-79.887
5/12/21,10:00 - 11:00,40.476,-79.998,PG,-79.998
5/12/21,14:00 - 15:00,40.457,-80.068,PG,-80.068
5/12/21,14:00 - 15:00,40.47,-79.907,PG,-79.907
5/12/21,20:00 - 21:00,40.453,-79.87,SG,-79.87
5/12/21,21:00 - 22:00,40.455,-79.893,PG,-79.893
5/12/21,23:00 - 00:00,40.48,-79.999,MG,-79.999
5/13/21,00:00 - 01:00,40.457,-79.892,PG,-79.892
5/13/21,01:00 - 02:00,40.48,-79.999,SG,-79.999
5/13/21,01:00 - 02:00,40.48,-79.999,MG,-79.999
5/13/21,01:00 - 02:00,40.48,-79.999,MG,-79.999
5/13/21,01:00 - 02:00,40.469,-80.009,SG,-80.009
5/13/21,14:00 - 15:00,40.462,-79.929,SG,-79.929
5/13/21,15:00 - 16:00,40.467,-79.943,MG,-79.943
5/13/21,15:00 - 16:00,40.407,-79.929,PG,-79.929
5/13/21,16:00 - 17:00,40.453,-79.895,MG,-79.895
5/13/21,16:00 - 17:00,40.472,-80.03,SG,-80.03
5/14/21,01:00 - 02:00,40.455,-79.872,SG,-79.872
5/14/21,02:00 - 03:00,40.476,-80,SG,-80
5/14/21,03:00 - 04:00,40.45,-79.964,SG,-79.964
5/14/21,05:00 - 06:00,40.453,-79.894,MG,-79.894
5/14/21,17:00 - 18:00,40.453,-79.872,SG,-79.872
5/14/21,17:00 - 18:00,40.453,-79.872,MG,-79.872
5/14/21,17:00 - 18:00,40.461,-80.007,MG,-80.007
5/14/21,17:00 - 18:00,40.462,-80.007,MG,-80.007
5/14/21,17:00 - 18:00,40.461,-80.007,SG,-80.007
5/14/21,17:00 - 18:00,40.47,-80.03,MG,-80.03
5/14/21,18:00 - 19:00,40.454,-79.872,PG,-79.872
5/14/21,18:00 - 19:00,40.454,-79.872,PG,-79.872
5/14/21,19:00 - 20:00,40.463,-80.076,SG,-80.076
5/14/21,19:00 - 20:00,40.463,-79.9,SG,-79.9
5/14/21,20:00 - 21:00,40.422,-79.994,PG,-79.994
5/15/21,02:00 - 03:00,40.464,-79.918,PG,-79.918
5/15/21,03:00 - 04:00,40.473,-80.038,SG,-80.038
5/15/21,03:00 - 04:00,40.451,-80.052,SG,-80.052
5/15/21,13:00 - 14:00,40.464,-80.026,PG,-80.026
5/15/21,16:00 - 17:00,40.469,-79.936,MG,-79.936
5/15/21,19:00 - 20:00,40.457,-79.894,MG,-79.894
5/15/21,19:00 - 20:00,40.473,-79.939,PG,-79.939
5/15/21,22:00 - 23:00,40.454,-80.052,PG,-80.052
5/15/21,22:00 - 23:00,40.481,-80.039,SG,-80.039
5/15/21,23:00 - 00:00,40.448,-80.041,SG,-80.041
5/16/21,01:00 - 02:00,40.453,-80.051,MG,-80.051
5/16/21,01:00 - 02:00,40.453,-80.051,MG,-80.051
5/16/21,01:00 - 02:00,40.454,-79.891,MG,-79.891
5/16/21,03:00 - 04:00,40.46,-79.921,MG,-79.921
5/16/21,03:00 - 04:00,40.457,-79.905,MG,-79.905
5/16/21,03:00 - 04:00,40.428,-79.979,SG,-79.979
5/16/21,04:00 - 05:00,40.45,-79.887,MG,-79.887
5/16/21,05:00 - 06:00,40.449,-80.009,MG,-80.009
5/16/21,05:00 - 06:00,40.459,-79.884,MG,-79.884
5/16/21,05:00 - 06:00,40.459,-79.884,MG,-79.884
5/16/21,11:00 - 12:00,40.446,-80.046,SG,-80.046
5/16/21,16:00 - 17:00,40.453,-79.89,MG,-79.89
5/16/21,17:00 - 18:00,40.467,-79.995,MG,-79.995
5/16/21,18:00 - 19:00,40.459,-80.017,SG,-80.017
5/16/21,22:00 - 23:00,40.468,-79.889,SG,-79.889
5/16/21,22:00 - 23:00,40.468,-79.889,MG,-79.889
5/17/21,08:00 - 09:00,40.473,-79.906,MG,-79.906
5/17/21,10:00 - 11:00,40.423,-80,SG,-80
5/17/21,16:00 - 17:00,40.458,-79.888,SG,-79.888
5/17/21,17:00 - 18:00,40.475,-79.999,MG,-79.999
5/17/21,17:00 - 18:00,40.475,-79.999,MG,-79.999
5/17/21,17:00 - 18:00,40.475,-79.999,MG,-79.999
5/17/21,17:00 - 18:00,40.475,-80,MG,-80
5/17/21,17:00 - 18:00,40.475,-79.999,MG,-79.999
5/17/21,19:00 - 20:00,40.461,-80.057,MG,-80.057
5/17/21,22:00 - 23:00,40.46,-79.886,SG,-79.886
5/18/21,00:00 - 01:00,40.417,-79.988,SG,-79.988
5/18/21,02:00 - 03:00,40.451,-79.973,SG,-79.973
5/18/21,09:00 - 10:00,40.474,-79.913,MG,-79.913
5/18/21,11:00 - 12:00,40.45,-79.973,MG,-79.973
5/19/21,00:00 - 01:00,40.411,-79.991,MG,-79.991
5/19/21,00:00 - 01:00,40.411,-79.99,MG,-79.99
5/19/21,01:00 - 02:00,40.451,-79.882,MG,-79.882
5/19/21,04:00 - 05:00,40.452,-79.973,MG,-79.973
5/19/21,21:00 - 22:00,40.416,-79.973,SG,-79.973
5/19/21,22:00 - 23:00,40.466,-79.889,MG,-79.889
5/20/21,00:00 - 01:00,40.471,-79.925,SG,-79.925
5/20/21,00:00 - 01:00,40.477,-80.008,MG,-80.008
5/20/21,02:00 - 03:00,40.405,-79.938,MG,-79.938
5/20/21,02:00 - 03:00,40.405,-79.938,MG,-79.938
5/20/21,03:00 - 04:00,40.45,-79.886,MG,-79.886
5/20/21,10:00 - 11:00,40.435,-79.984,SG,-79.984
5/20/21,13:00 - 14:00,40.461,-79.883,MG,-79.883
5/20/21,13:00 - 14:00,40.461,-79.883,PG,-79.883
5/20/21,22:00 - 23:00,40.474,-80.039,MG,-80.039
5/21/21,02:00 - 03:00,40.471,-79.892,MG,-79.892
5/21/21,03:00 - 04:00,40.456,-79.884,MG,-79.884
5/21/21,03:00 - 04:00,40.455,-79.885,MG,-79.885
5/21/21,05:00 - 06:00,40.452,-79.886,MG,-79.886
5/21/21,11:00 - 12:00,40.403,-79.943,PG,-79.943
5/21/21,11:00 - 12:00,40.465,-79.941,PG,-79.941
5/21/21,20:00 - 21:00,40.46,-79.91,MG,-79.91
5/21/21,23:00 - 00:00,40.442,-80.051,PG,-80.051
5/21/21,23:00 - 00:00,40.476,-79.999,MG,-79.999
5/22/21,01:00 - 02:00,40.425,-80.009,PG,-80.009
5/22/21,01:00 - 02:00,40.45,-79.973,MG,-79.973
5/22/21,01:00 - 02:00,40.45,-79.975,SG,-79.975
5/22/21,01:00 - 02:00,40.45,-79.975,SG,-79.975
5/22/21,01:00 - 02:00,40.417,-79.99,MG,-79.99
5/22/21,02:00 - 03:00,40.455,-79.885,MG,-79.885
5/22/21,03:00 - 04:00,40.456,-79.899,MG,-79.899
5/22/21,03:00 - 04:00,40.459,-79.911,MG,-79.911
5/22/21,03:00 - 04:00,40.459,-79.911,PG,-79.911
5/22/21,16:00 - 17:00,40.469,-79.895,PG,-79.895
5/22/21,19:00 - 20:00,40.473,-80.03,SG,-80.03
5/22/21,21:00 - 22:00,40.469,-79.932,MG,-79.932
5/22/21,21:00 - 22:00,40.408,-79.992,MG,-79.992
5/22/21,21:00 - 22:00,40.409,-79.992,SG,-79.992
5/22/21,22:00 - 23:00,40.484,-80.025,SG,-80.025
5/23/21,00:00 - 01:00,40.474,-80.035,SG,-80.035
5/23/21,20:00 - 21:00,40.457,-80.055,PG,-80.055
5/24/21,01:00 - 02:00,40.457,-79.898,MG,-79.898
5/24/21,01:00 - 02:00,40.458,-79.899,MG,-79.899
5/24/21,01:00 - 02:00,40.461,-79.888,MG,-79.888
5/24/21,02:00 - 03:00,40.458,-79.892,SG,-79.892
5/24/21,14:00 - 15:00,40.417,-79.993,PG,-79.993
5/24/21,15:00 - 16:00,40.478,-79.999,MG,-79.999
5/24/21,15:00 - 16:00,40.476,-79.999,PG,-79.999
5/24/21,17:00 - 18:00,40.472,-80.032,SG,-80.032
5/24/21,19:00 - 20:00,40.476,-80.011,SG,-80.011
5/24/21,21:00 - 22:00,40.415,-79.991,SG,-79.991
5/24/21,22:00 - 23:00,40.486,-80.023,SG,-80.023
5/24/21,22:00 - 23:00,40.491,-80.019,MG,-80.019
5/24/21,23:00 - 00:00,40.452,-80.001,MG,-80.001
5/25/21,01:00 - 02:00,40.452,-79.958,MG,-79.958
5/25/21,01:00 - 02:00,40.417,-80.011,SG,-80.011
5/25/21,03:00 - 04:00,40.477,-79.999,SG,-79.999
5/25/21,10:00 - 11:00,40.451,-79.886,PG,-79.886
5/25/21,23:00 - 00:00,40.469,-80.014,MG,-80.014
5/26/21,00:00 - 01:00,40.461,-80.009,MG,-80.009
5/26/21,00:00 - 01:00,40.459,-80.008,MG,-80.008
5/26/21,02:00 - 03:00,40.455,-79.881,MG,-79.881
5/26/21,04:00 - 05:00,40.462,-79.902,PG,-79.902
5/26/21,04:00 - 05:00,40.456,-79.895,MG,-79.895
5/26/21,08:00 - 09:00,40.403,-79.944,PG,-79.944
5/26/21,18:00 - 19:00,40.416,-79.972,MG,-79.972
5/26/21,21:00 - 22:00,40.477,-79.999,SG,-79.999
5/26/21,23:00 - 00:00,40.453,-80.029,PG,-80.029
5/27/21,00:00 - 01:00,40.438,-79.975,SG,-79.975
5/27/21,02:00 - 03:00,40.415,-79.991,MG,-79.991
5/27/21,02:00 - 03:00,40.415,-79.991,MG,-79.991
5/27/21,03:00 - 04:00,40.413,-80.004,MG,-80.004
5/27/21,09:00 - 10:00,40.468,-79.941,MG,-79.941
5/27/21,15:00 - 16:00,40.476,-80,SG,-80
5/27/21,21:00 - 22:00,40.459,-79.902,MG,-79.902
5/27/21,21:00 - 22:00,40.459,-79.901,MG,-79.901
5/27/21,21:00 - 22:00,40.422,-79.996,MG,-79.996
5/27/21,22:00 - 23:00,40.443,-80.04,SG,-80.04
5/27/21,22:00 - 23:00,40.444,-80.04,SG,-80.04
5/29/21,00:00 - 01:00,40.462,-80.009,SG,-80.009
5/29/21,01:00 - 02:00,40.459,-80.03,SG,-80.03
5/29/21,02:00 - 03:00,40.454,-79.897,SG,-79.897
5/29/21,04:00 - 05:00,40.45,-79.871,MG,-79.871
5/29/21,04:00 - 05:00,40.457,-79.894,SG,-79.894
5/29/21,09:00 - 10:00,40.413,-79.944,MG,-79.944
5/29/21,23:00 - 00:00,40.448,-79.885,SG,-79.885
5/30/21,00:00 - 01:00,40.425,-79.997,SG,-79.997
5/30/21,01:00 - 02:00,40.439,-79.956,SG,-79.956
5/30/21,01:00 - 02:00,40.439,-79.956,SG,-79.956
5/30/21,02:00 - 03:00,40.483,-80.025,MG,-80.025
5/30/21,02:00 - 03:00,40.43,-79.982,SG,-79.982
5/30/21,02:00 - 03:00,40.429,-79.982,MG,-79.982
5/30/21,02:00 - 03:00,40.462,-79.999,SG,-79.999
5/30/21,03:00 - 04:00,40.443,-80.042,MG,-80.042
5/30/21,03:00 - 04:00,40.425,-79.991,MG,-79.991
5/30/21,03:00 - 04:00,40.426,-79.988,MG,-79.988
5/30/21,06:00 - 07:00,40.456,-79.889,MG,-79.889
5/30/21,18:00 - 19:00,40.406,-79.938,MG,-79.938
5/30/21,18:00 - 19:00,40.425,-79.967,PG,-79.967
5/30/21,18:00 - 19:00,40.455,-79.881,SG,-79.881
5/30/21,20:00 - 21:00,40.47,-80.018,MG,-80.018
5/30/21,20:00 - 21:00,40.471,-80.017,MG,-80.017
5/30/21,23:00 - 00:00,40.445,-79.978,PG,-79.978
5/30/21,23:00 - 00:00,40.444,-79.978,MG,-79.978
5/31/21,01:00 - 02:00,40.448,-79.966,SG,-79.966
5/31/21,01:00 - 02:00,40.445,-79.973,SG,-79.973
5/31/21,01:00 - 02:00,40.468,-79.946,SG,-79.946
5/31/21,02:00 - 03:00,40.431,-80.004,SG,-80.004
5/31/21,08:00 - 09:00,40.43,-79.978,PG,-79.978
5/31/21,10:00 - 11:00,40.444,-80.04,PG,-80.04
5/31/21,10:00 - 11:00,40.454,-80.054,PG,-80.054
5/31/21,20:00 - 21:00,40.461,-80.061,PG,-80.061
5/31/21,21:00 - 22:00,40.466,-79.893,PG,-79.893
5/31/21,22:00 - 23:00,40.459,-79.887,MG,-79.887
5/31/21,22:00 - 23:00,40.459,-79.887,MG,-79.887
5/31/21,22:00 - 23:00,40.446,-80.04,SG,-80.04
5/31/21,22:00 - 23:00,40.414,-79.992,MG,-79.992
6/1/21,01:00 - 02:00,40.464,-79.914,MG,-79.914
6/1/21,01:00 - 02:00,40.45,-79.893,MG,-79.893
6/1/21,02:00 - 03:00,40.472,-79.936,MG,-79.936
6/1/21,16:00 - 17:00,40.408,-79.94,MG,-79.94
6/1/21,19:00 - 20:00,40.427,-80.002,PG,-80.002
6/1/21,21:00 - 22:00,40.478,-80.001,PG,-80.001
6/1/21,22:00 - 23:00,40.451,-79.881,PG,-79.881
6/1/21,22:00 - 23:00,40.459,-79.887,MG,-79.887
6/1/21,22:00 - 23:00,40.459,-79.887,MG,-79.887
6/2/21,01:00 - 02:00,40.402,-79.943,SG,-79.943
6/2/21,09:00 - 10:00,40.449,-80.062,PG,-80.062
6/2/21,19:00 - 20:00,40.455,-79.88,PG,-79.88
6/3/21,00:00 - 01:00,40.46,-80.008,MG,-80.008
6/3/21,00:00 - 01:00,40.462,-80.009,MG,-80.009
6/3/21,00:00 - 01:00,40.461,-80.007,MG,-80.007
6/3/21,01:00 - 02:00,40.463,-79.901,MG,-79.901
6/3/21,02:00 - 03:00,40.406,-79.938,PG,-79.938
6/3/21,02:00 - 03:00,40.474,-79.914,MG,-79.914
6/3/21,09:00 - 10:00,40.436,-79.984,PG,-79.984
6/3/21,09:00 - 10:00,40.403,-79.943,PG,-79.943
6/3/21,09:00 - 10:00,40.454,-79.883,SG,-79.883
6/3/21,09:00 - 10:00,40.484,-80.028,PG,-80.028
6/3/21,09:00 - 10:00,40.482,-80.028,PG,-80.028
6/3/21,11:00 - 12:00,40.403,-79.943,PG,-79.943
6/3/21,19:00 - 20:00,40.415,-79.968,PG,-79.968
6/3/21,21:00 - 22:00,40.454,-80.05,SG,-80.05
6/3/21,21:00 - 22:00,40.406,-79.931,MG,-79.931
6/3/21,22:00 - 23:00,40.475,-79.998,SG,-79.998
6/3/21,23:00 - 00:00,40.453,-79.901,MG,-79.901
6/4/21,12:00 - 13:00,40.45,-80.053,PG,-80.053
6/4/21,20:00 - 21:00,40.411,-79.942,PG,-79.942
6/4/21,22:00 - 23:00,40.478,-80.031,PG,-80.031
6/4/21,22:00 - 23:00,40.479,-80.032,SG,-80.032
6/4/21,23:00 - 00:00,40.456,-79.869,MG,-79.869
6/4/21,23:00 - 00:00,40.455,-79.87,MG,-79.87
6/4/21,23:00 - 00:00,40.455,-79.869,MG,-79.869
6/4/21,23:00 - 00:00,40.455,-79.869,MG,-79.869
6/4/21,23:00 - 00:00,40.455,-79.869,MG,-79.869
6/5/21,18:00 - 19:00,40.457,-79.888,PG,-79.888
6/5/21,20:00 - 21:00,40.415,-79.968,MG,-79.968
6/5/21,20:00 - 21:00,40.442,-79.978,PG,-79.978
6/5/21,21:00 - 22:00,40.405,-79.934,MG,-79.934
6/5/21,21:00 - 22:00,40.405,-79.934,MG,-79.934
6/5/21,21:00 - 22:00,40.405,-79.934,MG,-79.934
6/5/21,21:00 - 22:00,40.406,-79.933,PG,-79.933
6/6/21,01:00 - 02:00,40.468,-79.916,PG,-79.916
6/6/21,01:00 - 02:00,40.479,-80.007,MG,-80.007
6/6/21,01:00 - 02:00,40.421,-79.997,MG,-79.997
6/6/21,02:00 - 03:00,40.419,-80.004,MG,-80.004
6/6/21,02:00 - 03:00,40.418,-80.008,MG,-80.008
6/6/21,02:00 - 03:00,40.419,-80.004,MG,-80.004
6/6/21,02:00 - 03:00,40.402,-79.943,SG,-79.943
6/6/21,02:00 - 03:00,40.404,-79.937,SG,-79.937
6/6/21,02:00 - 03:00,40.462,-79.916,MG,-79.916
6/6/21,02:00 - 03:00,40.462,-79.916,MG,-79.916
6/6/21,02:00 - 03:00,40.465,-79.914,MG,-79.914
6/6/21,02:00 - 03:00,40.492,-80.018,SG,-80.018
6/6/21,02:00 - 03:00,40.492,-80.018,PG,-80.018
6/6/21,03:00 - 04:00,40.455,-80.056,SG,-80.056
6/6/21,08:00 - 09:00,40.421,-79.99,PG,-79.99
6/6/21,14:00 - 15:00,40.439,-79.978,SG,-79.978
6/6/21,14:00 - 15:00,40.403,-79.941,MG,-79.941
6/6/21,16:00 - 17:00,40.461,-80.007,PG,-80.007
6/6/21,21:00 - 22:00,40.459,-80.028,MG,-80.028
6/6/21,23:00 - 00:00,40.444,-80.036,PG,-80.036
6/7/21,00:00 - 01:00,40.469,-80,MG,-80
6/7/21,00:00 - 01:00,40.449,-79.98,PG,-79.98
6/7/21,00:00 - 01:00,40.421,-80,SG,-80
6/7/21,02:00 - 03:00,40.417,-79.997,PG,-79.997
6/7/21,19:00 - 20:00,40.418,-79.988,MG,-79.988
6/7/21,23:00 - 00:00,40.455,-79.892,MG,-79.892
6/8/21,05:00 - 06:00,40.455,-79.893,SG,-79.893
6/8/21,16:00 - 17:00,40.439,-79.981,MG,-79.981
6/8/21,16:00 - 17:00,40.44,-79.981,MG,-79.981
6/8/21,22:00 - 23:00,40.451,-79.88,PG,-79.88
6/8/21,22:00 - 23:00,40.44,-80.048,PG,-80.048
6/9/21,00:00 - 01:00,40.459,-80.027,MG,-80.027
6/9/21,20:00 - 21:00,40.478,-80.039,MG,-80.039
6/9/21,22:00 - 23:00,40.462,-79.921,SG,-79.921
6/9/21,22:00 - 23:00,40.467,-79.895,MG,-79.895
6/10/21,02:00 - 03:00,40.43,-79.976,MG,-79.976
6/10/21,12:00 - 13:00,40.461,-80.055,PG,-80.055
6/10/21,18:00 - 19:00,40.459,-79.882,MG,-79.882
6/10/21,19:00 - 20:00,40.445,-80.037,SG,-80.037
6/10/21,20:00 - 21:00,40.454,-79.872,MG,-79.872
6/10/21,20:00 - 21:00,40.454,-79.872,MG,-79.872
6/10/21,20:00 - 21:00,40.455,-79.871,SG,-79.871
6/10/21,20:00 - 21:00,40.455,-79.871,MG,-79.871
6/10/21,20:00 - 21:00,40.455,-79.872,MG,-79.872
6/10/21,22:00 - 23:00,40.415,-79.939,SG,-79.939
6/10/21,23:00 - 00:00,40.469,-79.891,SG,-79.891
6/11/21,02:00 - 03:00,40.438,-79.984,MG,-79.984
6/11/21,02:00 - 03:00,40.438,-79.984,MG,-79.984
6/11/21,03:00 - 04:00,40.414,-79.99,MG,-79.99
6/11/21,03:00 - 04:00,40.412,-79.991,MG,-79.991
6/11/21,03:00 - 04:00,40.413,-79.991,MG,-79.991
6/11/21,03:00 - 04:00,40.412,-79.992,MG,-79.992
6/11/21,09:00 - 10:00,40.445,-80.038,PG,-80.038
6/11/21,12:00 - 13:00,40.454,-79.871,PG,-79.871
6/11/21,16:00 - 17:00,40.456,-79.965,SG,-79.965
6/11/21,21:00 - 22:00,40.46,-79.897,SG,-79.897
6/11/21,22:00 - 23:00,40.422,-79.997,SG,-79.997
6/11/21,23:00 - 00:00,40.451,-79.973,SG,-79.973
6/12/21,02:00 - 03:00,40.451,-79.89,MG,-79.89
6/12/21,03:00 - 04:00,40.461,-79.901,SG,-79.901
6/12/21,03:00 - 04:00,40.442,-79.974,MG,-79.974
6/12/21,03:00 - 04:00,40.441,-79.973,SG,-79.973
6/12/21,03:00 - 04:00,40.428,-79.979,SG,-79.979
6/12/21,03:00 - 04:00,40.443,-79.966,SG,-79.966
6/12/21,11:00 - 12:00,40.455,-79.883,PG,-79.883
6/12/21,11:00 - 12:00,40.418,-79.99,PG,-79.99
6/12/21,11:00 - 12:00,40.418,-79.991,PG,-79.991
6/12/21,12:00 - 13:00,40.456,-79.883,PG,-79.883
6/12/21,12:00 - 13:00,40.456,-79.883,PG,-79.883
6/12/21,12:00 - 13:00,40.465,-79.993,MG,-79.993
6/12/21,12:00 - 13:00,40.465,-79.993,SG,-79.993
6/12/21,22:00 - 23:00,40.462,-79.891,MG,-79.891
6/12/21,22:00 - 23:00,40.456,-80.055,SG,-80.055
6/12/21,23:00 - 00:00,40.406,-79.933,PG,-79.933
6/13/21,00:00 - 01:00,40.439,-79.981,SG,-79.981
6/13/21,01:00 - 02:00,40.416,-79.968,PG,-79.968
6/13/21,02:00 - 03:00,40.45,-79.982,MG,-79.982
6/13/21,02:00 - 03:00,40.437,-79.975,MG,-79.975
6/13/21,03:00 - 04:00,40.436,-79.974,MG,-79.974
6/13/21,03:00 - 04:00,40.46,-79.972,MG,-79.972
6/13/21,03:00 - 04:00,40.425,-79.973,SG,-79.973
6/13/21,05:00 - 06:00,40.45,-79.973,MG,-79.973
6/13/21,11:00 - 12:00,40.464,-80.015,SG,-80.015
6/13/21,13:00 - 14:00,40.475,-79.999,PG,-79.999
6/13/21,17:00 - 18:00,40.447,-79.98,SG,-79.98
6/13/21,18:00 - 19:00,40.449,-79.868,MG,-79.868
6/13/21,21:00 - 22:00,40.414,-79.974,SG,-79.974
6/13/21,23:00 - 00:00,40.451,-79.968,MG,-79.968
